1	解控
2	易傷
3	增傷
4	群傷
5	減速
6	治療
7	機動
8	爆發
9	輔助
10	防禦
11	控制
12	閃避
13	愚鈍
14	燃燒
15	普攻
16	減傷
17	虛弱
18	追擊
19	濺射
20	倒戈
21	反擊
22	護盾
23	召喚
24	速度收益
25	閃現
26	連續追擊
27	免疫減速
28	壓制
29	射程
30	燃燒增益
31	樹林增益
32	多段傷害
33	易傷收益
34	勇武
35	勇武收益
36	群體減傷
37	範圍減速
38	技能暴擊
39	後期爆發
40	絕地反擊
41	嘲諷
42	擊潰
43	領地增益
44	打野
45	減療
46	雙重施法
47	分身
48	地利
49	蓄勢
50	魅惑
51	解控
52	破甲
53	傾心
54	重傷
55	文武
56	絕情
57	列陣
58	討伐
59	牽引
60	燃燒減免
61	反彈
62	不滅
63	固守
64	免控
65	驍魂
66	侵蝕
67	毒瘴
68	護衛
69	傷痕
70	毒計
1000	提示
1001	確認
1002	測試字元
1003	取消
1004	我的主城名字
1005	尚未加入聯盟
1006	全部
1007	碎片
1008	升階
1009	升星
1010	經驗
1011	裝備
1012	技能
1013	寶箱
1014	活動
1015	其他
1016	正序
1017	倒序
1018	加速
1019	立即完成
1020	建造中
1021	物品名稱
1022	物品描述
1023	購買
1024	使用
1025	一鍵加速
1026	本次縮短時間為：
1027	剩餘時間為：
1028	確定
1030	使用元寶
1031	使用通用加速道具
1032	使用物品
1035	請選擇使用物品數:
1036	本次共減少時間：
1037	待戰鬥列表
1038	待戰鬥部曲數：
1039	進攻方
1040	防守方
1041	玩家名字六字
1042	聯盟名字六字
1043	撤退
1044	勝利
1046	失敗
1047	平局
1048	戰鬥日誌
1049	個人
1050	聯盟
1051	戰況
1052	共討詳情
1053	駐防
1054	求援
1055	增援
1056	交戰地：
1057	資源消耗：
1058	獲取資源
1059	建造
1060	擴建
1061	調整建築
1062	陷阱工事
1063	防禦建築
1064	資源建築
1065	功能建築
1067	耗時：
1068	已達上限
1069	陷阱已達當前最大數量
1070	製造
1071	Null
1072	工坊
1073	Lv.1
1074	下一等級
1075	下一等級要求
1076	免費
1077	升級
1082	建築升級
1083	解鎖兵種
1084	無
1085	基本產量
1086	糧倉
1088	前往
1089	工匠
1090	公府Lv.9升級中
1091	剩餘:
1093	內城建築等級總和達到%s級（當前為%s）
1094	總兵力
1095	移除組員
1096	玩家名
1097	戰力：
1098	剛剛
1099	新消息
1100	添加玩家
1101	玩家名稱
1102	退出群聊
1104	刪除對話
1105	世界
1107	私聊
1108	群組
1109	發送
1111	暫無私聊
1113	編輯
1114	好友列表
1115	退出編輯
1116	刪除
1118	創建群聊
1121	群聊名稱
1122	暫無群聊
1147	敵寇來犯盼各位救援
1148	點擊援救
1150	【聯盟官職】
1151	【聯盟名稱】
1154	【聯盟職位】
1155	共討
1156	目標:
1157	部曲:
1158	響應號召，共討惡逆
1159	點擊申請加入
1160	問候
1161	點擊歡迎
1162	很高興加入聯盟與各位並肩作戰！
1163	群聊名
1164	線上
1165	有情報與諸君共用
1166	糧草：
1167	鐵礦：
1168	士兵數：
1169	被偵察玩家姓名
1170	元寶：
1171	可攻取鐵礦：
1174	黑黑黑黑黑黑黑黑黑
1178	玩家名玩家名
1180	玩家名六個字
1182	10分鐘前
1183	【系統】
1184	求賢
1185	望天下英雄加入,共舉大義
1186	點擊加入
1187	修改名稱
1188	確認修改
1189	選擇
1190	確認派遣
1191	派遣
1192	保存
1193	武將
1194	政務
1195	狀態
1196	產量提升
1198	體力
1199	選擇中
1202	選擇武將
1204	武將選擇
1206	武勇
1207	智計
1208	統禦
1209	體魄
1210	識破
1212	時間縮短
1215	選擇副將
1216	選擇主將
1225	主
1230	副將選擇
1231	解鎖條件
1232	武將名字
1235	撤下
1236	主將
1237	副將
1238	欄位已滿
1239	忙碌中
1240	預設中
1243	官職名
1245	條件不足
1247	戎副科技2級解鎖
1248	練兵使
1249	坐騎更換
1250	坐騎提升效果
1251	提升效果
1252	卸下
1254	訓練
1255	篩選
1256	選擇馬匹
1257	發起群聊
1258	新增組員
1261	已選玩家：
1264	創建群組
1266	添加組員
1269	我的好友
1270	玩家：
1271	黑黑黑黑黑黑
1272	置頂
1274	勸退
1275	佈防點
1276	返回
1277	城市：
1278	江夏
1279	已駐防部曲數：
1280	建築資訊
1282	建築id：
1283	座標：
1284	左城牆id：
1285	右城牆id：
1286	請輸入左城牆id
1288	建築名稱
1291	按鈕
1292	對齊
1293	貼合
1294	匯出
1295	3d
1296	2d
1297	切換
1298	文字
1299	按鈕名字
1300	收起
1301	展開
1302	按鈕文字
1303	招募一次
1305	一級頁簽
1306	頁簽
1309	Lv.15
1310	步
1311	騎
1312	弓
1313	車
1315	名字
1317	上陣中
1320	名將錄
1321	標題
1324	重傷中
1325	忙碌
1326	被俘
1327	疲勞
1328	重傷
1329	不可用
1330	添加士兵
1335	政
1336	副
1340	是否確認消耗
1341	創建聯盟
1342	是否升級所有可升級的士兵？
1343	可升級數量：
1344	共消耗資源：
1345	主公，您的元寶不足是否使用
1346	補足？
1348	預覽形象
1350	更換形象
1351	開始遊戲
1352	征戰
1353	上一頁
1354	聯盟介紹
1355	部曲行軍
1356	白波賊
1357	屬性
1359	星級
1360	等級
1361	馬匹
1363	相關詞條：
1365	防守
1367	埋伏
1368	追擊
1369	駐紮
1370	建築
1373	兵營
1374	戰鬥
1376	天下
1377	任務
1379	州內所轄城市
1380	洛陽
1381	長安
1382	上庸
1384	點擊輸入文字
1386	報錯資訊
1387	列印資訊
1388	淪陷
1389	尊主：
1391	聯盟：
1393	剩餘解除淪陷時間
1394	前往反擊
1395	武將詳情
1398	字
1399	妙才
1401	武力
1402	韌性
1403	內政
1404	智力
1406	武將：
1407	智力：
1408	角色名字
1409	旗幟詳情
1411	聯盟哨塔耐久：
1412	駐防部曲數：
1413	當前無駐防部曲
1414	全部撤退
1416	聯盟哨塔
1417	城塞
1418	聯盟主哨塔
1421	剛鐸剛鐸剛鐸
1424	補兵
1432	前往中：
1433	城塞詳情
1434	城塞耐久：
1436	維修
1437	資源不足時自動中止維修進程
1438	中止維修
1440	城塞血量
1442	500/分鐘
1443	預計消耗：
1444	修復速度：
1445	500點/分鐘
1446	剩餘維修時間：
1448	預計維修時間：
1449	主公：
1450	武將數：
1452	路程中：
1453	查看
1456	屯兵人數：
1457	武將上限：
1458	士兵上限：
1459	當前無屯兵部曲
1460	屯兵
1461	部署
1463	玩家六字名稱
1464	戰力：100000
1465	忽略
1466	同意
1467	好友
1468	盟友
1469	仇人
1470	遮罩名單
1472	批量管理
1474	全選
1475	添加好友
1476	好友申請
1477	暫無好友
1478	暫無盟友
1479	暫無仇人
1480	暫無黑名單成員
1482	所屬：
1485	採集中
1487	行軍中
1488	駐紮中
1489	佈防中
1490	戰鬥中
1491	主城中
1492	城塞中
1493	正在前往
1494	距離：
1495	出發
1496	回應共討
1498	允許成員自主出發
1499	已加入部曲數：
1500	解散
1501	目標：
1502	共討目標名稱
1503	共討倒計時：
1506	聯盟頻道
1507	私下共討
1508	設置共討密令
1510	當部曲數達到8支時自動出發
1511	輸入四位元數位密令
1512	前往共討
1514	剩餘討伐令：
1515	輸入密令
1516	輸入共討密令：
1520	指令：
1521	add_hour hours
1522	填小時數
1523	備註：
1524	指令集
1525	搜索
1526	請輸入關鍵字
1527	武器
1529	技能名字
1531	提升屬性
1532	級
1533	升一級
1534	升十級
1536	等級已達上限
1539	武將等級上限
1540	暴傷加成
1541	攻擊加成
1543	裝備詳情
1545	武器名
1546	裝備描述
1547	已滿級
1552	點擊可使用以下兵法，長按可連續使用
1553	血量
1554	技能升級
1555	技能屬性
1556	無技能
1559	消耗
1560	消耗：
1561	等級：
1566	已滿階
1567	白階一品
1570	關羽將魂
1571	獲取
1573	升到下一星級需要：
1578	藍階後解鎖
1580	基礎屬性
1581	詳情
1583	傳記
1586	品階
1592	謀防
1593	武將屬性
1594	王佐之才
1596	武將裝備
1597	加成效果
1598	夏侯淵
1601	獲取條件：
1602	攻佔洛陽
1603	戰力
1612	默認
1613	馬超
1614	擁有武將：
1615	排序
1618	兌換
1619	馬市
1621	暴擊傷害
1627	裝備後屬性變化
1630	技能名稱
1634	坐騎描述
1641	馬舍
1643	我的絹布
1644	已選
1645	取消選中
1647	確認兌換
1648	訓練坐騎
1649	爪黃飛電
1650	坐騎屬性
1654	馴馬集
1657	訓練會重新生成屬性及技能
1662	保留舊屬性
1663	保留新屬性
1665	最大
1666	治療佇列
1669	休整方陣
1670	暫無休整方陣
1671	醫曹
1673	戰略
1674	資源
1676	種類數量：
1678	物品數量：
1681	合成
1682	暫無物品
1683	前往商鋪
1684	物品列表
1686	順序
1689	請選擇要使用的物品數量
1691	正在打開
1693	已開啟
1694	個
1695	停止開啟
1696	停止不影響已開啟的物品
1697	名玉兌換
1698	當前名玉：
1699	兌換數量：
1701	獲得元寶：
1702	1:1
1704	兌換數量
1705	這裏是選項內容
1707	這裏是標題
1708	正在趕回主城
1709	換號
1710	換區
1711	公告
1712	策劃服
1713	登錄
1714	請先登錄
1715	進入遊戲
1716	百萬一心
1717	通暢
1718	我已詳細閱讀並同意
1725	帳號登錄
1726	請輸入帳號
1727	請輸入密碼
1729	這是信件標題
1730	這是信件簡略的內容
1731	2天前
1732	有效期：
1733	6天22:22:22
1735	城戰
1736	野戰
1739	系統
1740	刪除已讀
1741	一鍵已讀
1742	暫無信件
1743	信件
1745	鎖定
1746	管理
1747	退出
1748	解鎖
1749	頒佈
1750	政令編輯
1751	收件人：全體聯盟成員
1752	標題：
1753	標題編輯
1754	內容編輯
1756	戰鬥概況
1757	戰鬥地點
1759	收穫詳情
1760	攻取資源
1761	被劫資源
1763	我方
1764	敵方
1766	造成傷害：
1767	承受傷害：
1768	個人戰況
1769	全域戰況
1771	參戰武將
1772	總士兵
1773	擊敗武將
1774	陣亡士兵
1775	受傷士兵
1776	剩餘士兵
1777	擊敗士兵
1778	造成傷害量
1779	摧毀建築
1781	被毀建築
1784	參戰士兵
1788	受到傷害
1790	造成傷害
1794	建築積分獲取
1795	殲敵：
1798	這是信件簡略內容
1805	戰平
1806	大勝
1807	小勝
1808	險勝
1809	小敗
1810	大敗
1811	完敗
1812	偵察成功
1813	偵察失敗
1815	完勝
1816	與Lv.10 白波賊發生了戰鬥
1821	好友分享
1823	分享
1824	信件分享
1826	兵曹方陣數量
1827	醫曹方陣數量
1828	偵察地圖
1829	城塞方陣數量
1830	城塞武將數量
1831	可攻取鐵礦
1832	採集速度
1833	採礦部曲
1834	可攻取資源
1835	糧草
1836	金錢
1837	鐵礦
1840	駐防部曲
1841	部曲
1842	地圖
1843	地標
1844	建造馬場
1845	領取獎勵
1847	季節
1848	春季
1849	安全
1850	非安全
1851	指令
1856	晴
1857	雨/雪
1858	[世界]
1861	總覽
1864	我是建築名字
1865	距離
1866	我方建築
1868	確定跳轉至座標（XXX,XXX）嗎？
1874	跳轉
1875	鐵礦詳情
1876	攜帶資源 :
1877	採集速度 :
1878	負重:
1879	200000/小時
1880	剩餘採集時間 :
1881	訓練士兵100名
1882	可領取
1884	點擊卷軸蓋章
1885	章節目標：擊敗張飛
1886	獎勵
1887	完成所有任務解鎖
1890	一鍵領取
1891	整裝完畢，我決定出發
1893	偵察兵：
1894	點擊瞭解更多
1895	願意！願意！
1896	政堂10級解鎖
1897	炮塔官
1899	政堂
1900	糧草產量
1901	元寶產量
1902	名玉產量
1903	採集效率
1904	練兵速度
1905	箭樓攻擊
1906	城建速度
1907	炮塔攻擊
1913	建築詳情
1914	建築詳情描述
1916	建築資源
1917	建築數量：
1920	建築說明
1922	解除
1924	反擊
1926	被淪陷
1927	淪陷倒計時
1928	公府總覽
1930	正在下載伺服器列表
1931	正在檢查熱更列表
1932	正在下載熱更檔
1933	正在檢查更新列表
1934	正在下載更新檔：
1935	正在複製檔
1936	正在解壓檔
1937	速度：
1939	玩家詳情
1940	威望
1942	公府等級
1944	發資訊
1946	移出黑名單
1949	加入黑名單
1950	移出仇人
1953	記為仇人
1954	刪除好友
1957	聯盟·
1958	名字·
1959	全選：
1960	囚犯數量：
1962	釋放
1964	牢房
1967	聯盟名字
1968	武將名
1970	公府Lv.10升級中
1971	空閒中
1972	已暫停
1974	重建
1976	行軍
1977	採礦
1981	佈防
1982	運輸
1983	待命
1987	偵察
1989	出征
1991	提交
1992	請輸入主公尊名
1998	與上一名差距：
1999	查看武將
